period,topic_id,keywords,count_lowi,count_uvnl,n_lowi,n_uvnl,freq_lowi,freq_uvnl,G,p,log2_odds_ratio,preferred,p_bonferroni,significant
overall,17,"bedrijf, dossier, cvb, 2025, 2023",0,8,191,163,0.0,0.049079754601226995,7.529417949013769,0.006069951525325476,-4.387892653044694,uvnl,0.1760285942344388,False
overall,18,"datum, toetsingscommissie, belangen, organisatie, klagers",0,8,191,163,0.0,0.049079754601226995,7.529417949013769,0.006069951525325476,-4.387892653044694,uvnl,0.1760285942344388,False
overall,19,"datum, universiteit leiden, begrip, regeling, open brief",0,8,191,163,0.0,0.049079754601226995,7.529417949013769,0.006069951525325476,-4.387892653044694,uvnl,0.1760285942344388,False
overall,20,"verzoeker, erasmus, mc, erasmus mc, manuscript",6,1,191,163,0.031413612565445025,0.006134969325153374,1.5449561813087715,0.21388159249743022,1.9244977487149493,lowi,1.0,False
overall,21,"verzoekers, advocaat, 2022, utrecht, verzoeker",7,0,191,163,0.03664921465968586,0.0,4.249241420488053,0.0392678669580894,3.732560415046205,lowi,1.0,False
overall,22,"verzoeker, verzoekers, aanvankelijk oordeel, metc, 2019",6,0,191,163,0.031413612565445025,0.0,3.274767112623988,0.07035291105871716,3.5183111670183713,lowi,1.0,False
overall,23,"tilburg, tilburg university, university, polemiek, naam beklaagde",4,2,191,163,0.020942408376963352,0.012269938650306749,0.02973756759772378,0.863087037120278,0.6326404758656317,lowi,1.0,False
overall,24,"verzoeker, 2014, werk klager, proefschrift, boek",6,0,191,163,0.031413612565445025,0.0,3.274767112623988,0.07035291105871716,3.5183111670183713,lowi,1.0,False
overall,25,"knaw, verzoeker, bestuur knaw, druk, verzoekers",5,0,191,163,0.02617801047120419,0.0,2.3535147034432264,0.12500089314325513,3.269546623880142,lowi,1.0,False
overall,26,"promotor, organisatie, 2021, onderzoeksvoorstel, project",0,5,191,163,0.0,0.03067484662576687,3.6363123566695315,0.056532018583709716,-3.732293170422847,uvnl,1.0,False
overall,27,"2011, deskundigenbericht, dr, metingen, 2012",5,0,191,163,0.02617801047120419,0.0,2.3535147034432264,0.12500089314325513,3.269546623880142,lowi,1.0,False
overall,28,"toestemming, ethische, toetsingscommissie, klagers, naleven",0,5,191,163,0.0,0.03067484662576687,3.6363123566695315,0.056532018583709716,-3.732293170422847,uvnl,1.0,False
2010-2014,0,"verzoeker, belanghebbende, 2018, 2016, 2017",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,1,"beklaagden, datum, partij, zegt, ngwi",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,2,"2014, plagiaat, 2012, 2013, klacht klager",14,0,32,26,0.4375,0.0,13.938833947904575,0.00018885611077906175,5.376448084061821,lowi,0.005476827212592791,True
2010-2014,3,"beklaagden, tu, resultaten, art, cvb",0,4,32,26,0.0,0.15384615384615385,2.8058147466003227,0.09392311926864993,-3.700439718141092,uvnl,1.0,False
2010-2014,4,"universiteit utrecht, utrecht, klagers, project, manuscript",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,5,"verweerder, verzoeker, maastricht, universiteit maastricht, aanvankelijk oordeel",0,1,32,26,0.0,0.038461538461538464,0.02079745630576421,0.8853320924841169,-1.934904971778115,uvnl,1.0,False
2010-2014,6,"belanghebbende, verzoeker, belanghebbenden, 2016, 2015",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,7,"verzoeker, persbericht, verzoekers, aanvankelijk oordeel, scriptie",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,8,"plagiaat, passages, boek, 2014, bronvermelding",0,7,32,26,0.0,0.2692307692307692,7.255377054401315,0.007068902786169206,-4.643856189774724,uvnl,0.20499818079890697,False
2010-2014,9,"belanghebbende, verzoeker, 2015, open brief, open",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,10,"verzoeker, rivm, buitenlandse, factsheet, verzoekers",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,11,"the, beklaagden, 2013, boek, passages",0,6,32,26,0.0,0.23076923076923078,5.661126516634239,0.01734497899216433,-4.365255526551463,uvnl,0.5030043907727656,False
2010-2014,12,"beklaagden, 2018, databases, bijlage, radboud",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,13,"verzoeker, verzoekers, proefschrift, aanvankelijk oordeel, vu",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,14,"verzoeker, verzoekers, redactie, universiteit leiden, legal",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,15,"dr, prof, prof dr, verweerder, rector",5,0,32,26,0.15625,0.0,2.3841186572218165,0.12257400393590154,3.405992359675837,lowi,1.0,False
2010-2014,16,"klaagster, 2013, klagers, 2012, vertrouwenspersoon",9,0,32,26,0.28125,0.0,6.840301468805495,0.008912379727645102,4.421259116329147,lowi,0.25845901210170796,False
2010-2014,17,"bedrijf, dossier, cvb, 2025, 2023",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,18,"datum, toetsingscommissie, belangen, organisatie, klagers",0,3,32,26,0.0,0.11538461538461539,1.592268762227321,0.20700229026442185,-3.275133883408421,uvnl,1.0,False
2010-2014,19,"datum, universiteit leiden, begrip, regeling, open brief",0,1,32,26,0.0,0.038461538461538464,0.02079745630576421,0.8853320924841169,-1.934904971778115,uvnl,1.0,False
2010-2014,20,"verzoeker, erasmus, mc, erasmus mc, manuscript",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,21,"verzoekers, advocaat, 2022, utrecht, verzoeker",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,22,"verzoeker, verzoekers, aanvankelijk oordeel, metc, 2019",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,23,"tilburg, tilburg university, university, polemiek, naam beklaagde",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,24,"verzoeker, 2014, werk klager, proefschrift, boek",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,25,"knaw, verzoeker, bestuur knaw, druk, verzoekers",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,26,"promotor, organisatie, 2021, onderzoeksvoorstel, project",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2010-2014,27,"2011, deskundigenbericht, dr, metingen, 2012",4,0,32,26,0.125,0.0,1.4901611510095032,0.22219145804084522,3.0649554418407696,lowi,1.0,False
2010-2014,28,"toestemming, ethische, toetsingscommissie, klagers, naleven",0,0,32,26,0.0,0.0,0.0,1.0,-0.29444735846525516,uvnl,1.0,False
2015-2019,0,"verzoeker, belanghebbende, 2018, 2016, 2017",25,0,63,71,0.3968253968253968,0.0,36.540614841796796,1.495181302707225e-09,6.565510138054983,lowi,4.336025777850953e-08,True
2015-2019,1,"beklaagden, datum, partij, zegt, ngwi",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,2,"2014, plagiaat, 2012, 2013, klacht klager",2,2,63,71,0.031746031746031744,0.028169014084507043,0.0,1.0,0.1764265673842676,lowi,1.0,False
2015-2019,3,"beklaagden, tu, resultaten, art, cvb",0,10,63,71,0.0,0.14084507042253522,8.084383915522144,0.004464830675367768,-4.438487604211686,uvnl,0.1294800895856653,False
2015-2019,4,"universiteit utrecht, utrecht, klagers, project, manuscript",0,1,63,71,0.0,0.014084507042253521,0.0,1.0,-1.4340958350945285,uvnl,1.0,False
2015-2019,5,"verweerder, verzoeker, maastricht, universiteit maastricht, aanvankelijk oordeel",0,2,63,71,0.0,0.028169014084507043,0.23752940734418604,0.6259962290766234,-2.1916717089360205,uvnl,1.0,False
2015-2019,6,"belanghebbende, verzoeker, belanghebbenden, 2016, 2015",13,0,63,71,0.20634920634920634,0.0,15.025873339462292,0.00010604726320909872,5.2565473561900635,lowi,0.0030753706330638626,True
2015-2019,7,"verzoeker, persbericht, verzoekers, aanvankelijk oordeel, scriptie",1,0,63,71,0.015873015873015872,0.0,0.0070360679720536945,0.9331508290037783,1.7790495528374586,lowi,1.0,False
2015-2019,8,"plagiaat, passages, boek, 2014, bronvermelding",0,5,63,71,0.0,0.07042253521126761,2.5632680107316546,0.10937228402570265,-3.3928338699082734,uvnl,1.0,False
2015-2019,9,"belanghebbende, verzoeker, 2015, open brief, open",12,0,63,71,0.19047619047619047,0.0,13.446787263488762,0.00024542610370773953,5.117226999369896,lowi,0.007117357007524447,True
2015-2019,10,"verzoeker, rivm, buitenlandse, factsheet, verzoekers",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,11,"the, beklaagden, 2013, boek, passages",0,5,63,71,0.0,0.07042253521126761,2.5632680107316546,0.10937228402570265,-3.3928338699082734,uvnl,1.0,False
2015-2019,12,"beklaagden, 2018, databases, bijlage, radboud",0,10,63,71,0.0,0.14084507042253522,8.084383915522144,0.004464830675367768,-4.438487604211686,uvnl,0.1294800895856653,False
2015-2019,13,"verzoeker, verzoekers, proefschrift, aanvankelijk oordeel, vu",1,0,63,71,0.015873015873015872,0.0,0.0070360679720536945,0.9331508290037783,1.7790495528374586,lowi,1.0,False
2015-2019,14,"verzoeker, verzoekers, redactie, universiteit leiden, legal",0,2,63,71,0.0,0.028169014084507043,0.23752940734418604,0.6259962290766234,-2.1916717089360205,uvnl,1.0,False
2015-2019,15,"dr, prof, prof dr, verweerder, rector",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,16,"klaagster, 2013, klagers, 2012, vertrouwenspersoon",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,17,"bedrijf, dossier, cvb, 2025, 2023",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,18,"datum, toetsingscommissie, belangen, organisatie, klagers",0,4,63,71,0.0,0.056338028169014086,1.647473627056212,0.19930313302585606,-3.081794091163647,uvnl,1.0,False
2015-2019,19,"datum, universiteit leiden, begrip, regeling, open brief",0,7,63,71,0.0,0.09859154929577464,4.622423580097137,0.03155662058709849,-3.88434802695743,uvnl,0.9151419970258562,False
2015-2019,20,"verzoeker, erasmus, mc, erasmus mc, manuscript",0,1,63,71,0.0,0.014084507042253521,0.0,1.0,-1.4340958350945285,uvnl,1.0,False
2015-2019,21,"verzoekers, advocaat, 2022, utrecht, verzoeker",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,22,"verzoeker, verzoekers, aanvankelijk oordeel, metc, 2019",1,0,63,71,0.015873015873015872,0.0,0.0070360679720536945,0.9331508290037783,1.7790495528374586,lowi,1.0,False
2015-2019,23,"tilburg, tilburg university, university, polemiek, naam beklaagde",1,1,63,71,0.015873015873015872,0.014084507042253521,0.0,1.0,0.17376706773670667,lowi,1.0,False
2015-2019,24,"verzoeker, 2014, werk klager, proefschrift, boek",6,0,63,71,0.09523809523809523,0.0,4.803876093758493,0.028395782790027812,4.014821003975107,lowi,0.8234777009108065,False
2015-2019,25,"knaw, verzoeker, bestuur knaw, druk, verzoekers",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,26,"promotor, organisatie, 2021, onderzoeksvoorstel, project",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,27,"2011, deskundigenbericht, dr, metingen, 2012",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2015-2019,28,"toestemming, ethische, toetsingscommissie, klagers, naleven",0,0,63,71,0.0,0.0,0.0,1.0,0.17118665000622357,lowi,1.0,False
2020-2024,0,"verzoeker, belanghebbende, 2018, 2016, 2017",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,1,"beklaagden, datum, partij, zegt, ngwi",0,19,74,55,0.0,0.34545454545454546,29.59233719063508,5.3315294609984476e-08,-6.314746180444393,uvnl,1.5461435436895498e-06,True
2020-2024,2,"2014, plagiaat, 2012, 2013, klacht klager",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,3,"beklaagden, tu, resultaten, art, cvb",0,3,74,55,0.0,0.05454545454545454,1.7694677992277987,0.18344795678708017,-3.312277924853643,uvnl,1.0,False
2020-2024,4,"universiteit utrecht, utrecht, klagers, project, manuscript",0,10,74,55,0.0,0.18181818181818182,12.375722147757989,0.0004349525439541761,-5.1036913030422255,uvnl,0.012613623774671106,True
2020-2024,5,"verweerder, verzoeker, maastricht, universiteit maastricht, aanvankelijk oordeel",8,0,74,55,0.10810810810810811,0.0,4.614441019790508,0.03170382661878004,3.8265962720992555,lowi,0.9194109719446211,False
2020-2024,6,"belanghebbende, verzoeker, belanghebbenden, 2016, 2015",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,7,"verzoeker, persbericht, verzoekers, aanvankelijk oordeel, scriptie",10,0,74,55,0.13513513513513514,0.0,6.616075338548761,0.010106229746527898,4.175506033705612,lowi,0.29308066264930904,False
2020-2024,8,"plagiaat, passages, boek, 2014, bronvermelding",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,9,"belanghebbende, verzoeker, 2015, open brief, open",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,10,"verzoeker, rivm, buitenlandse, factsheet, verzoekers",9,0,74,55,0.12162162162162163,0.0,5.597197106738108,0.017989235400580485,4.008920378256241,lowi,0.5216878266168341,False
2020-2024,11,"the, beklaagden, 2013, boek, passages",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,12,"beklaagden, 2018, databases, bijlage, radboud",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,13,"verzoeker, verzoekers, proefschrift, aanvankelijk oordeel, vu",6,0,74,55,0.08108108108108109,0.0,2.780983569825154,0.09538957111741227,3.396823501530671,lowi,1.0,False
2020-2024,14,"verzoeker, verzoekers, redactie, universiteit leiden, legal",7,0,74,55,0.0945945945945946,0.0,3.6731165637230405,0.0552966956577807,3.6244908649077936,lowi,1.0,False
2020-2024,15,"dr, prof, prof dr, verweerder, rector",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,16,"klaagster, 2013, klagers, 2012, vertrouwenspersoon",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,17,"bedrijf, dossier, cvb, 2025, 2023",0,6,74,55,0.0,0.10909090909090909,5.871569896863273,0.015387323852215612,-4.290251618523644,uvnl,0.4462323917142528,False
2020-2024,18,"datum, toetsingscommissie, belangen, organisatie, klagers",0,1,74,55,0.0,0.01818181818181818,0.04318740815618116,0.8353727926420053,-2.0359466964063913,uvnl,1.0,False
2020-2024,19,"datum, universiteit leiden, begrip, regeling, open brief",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,20,"verzoeker, erasmus, mc, erasmus mc, manuscript",5,0,74,55,0.06756756756756757,0.0,1.9499077164295489,0.16259679550651684,3.134906412263896,lowi,1.0,False
2020-2024,21,"verzoekers, advocaat, 2022, utrecht, verzoeker",6,0,74,55,0.08108108108108109,0.0,2.780983569825154,0.09538957111741227,3.396823501530671,lowi,1.0,False
2020-2024,22,"verzoeker, verzoekers, aanvankelijk oordeel, metc, 2019",5,0,74,55,0.06756756756756757,0.0,1.9499077164295489,0.16259679550651684,3.134906412263896,lowi,1.0,False
2020-2024,23,"tilburg, tilburg university, university, polemiek, naam beklaagde",3,1,74,55,0.04054054054054054,0.01818181818181818,0.016133231306979967,0.8989272144775529,0.8307054093349847,lowi,1.0,False
2020-2024,24,"verzoeker, 2014, werk klager, proefschrift, boek",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,25,"knaw, verzoeker, bestuur knaw, druk, verzoekers",4,0,74,55,0.05405405405405406,0.0,1.1992204142026504,0.27347754805507984,2.8247895153936247,lowi,1.0,False
2020-2024,26,"promotor, organisatie, 2021, onderzoeksvoorstel, project",0,5,74,55,0.0,0.09090909090909091,4.401771786045846,0.03590161319942231,-4.020388656347664,uvnl,1.0,False
2020-2024,27,"2011, deskundigenbericht, dr, metingen, 2012",0,0,74,55,0.0,0.0,0.0,1.0,-0.42475265411205554,uvnl,1.0,False
2020-2024,28,"toestemming, ethische, toetsingscommissie, klagers, naleven",0,4,74,55,0.0,0.07272727272727272,3.023008025449646,0.0820910718176031,-3.7025929947212557,uvnl,1.0,False
2025+,0,"verzoeker, belanghebbende, 2018, 2016, 2017",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,1,"beklaagden, datum, partij, zegt, ngwi",0,3,15,11,0.0,0.2727272727272727,1.9891372746928049,0.15843111410158559,-3.6740883911941395,uvnl,1.0,False
2025+,2,"2014, plagiaat, 2012, 2013, klacht klager",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,3,"beklaagden, tu, resultaten, art, cvb",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,4,"universiteit utrecht, utrecht, klagers, project, manuscript",0,4,15,11,0.0,0.36363636363636365,3.518666395047322,0.060681255760704295,-4.217230716220669,uvnl,1.0,False
2025+,5,"verweerder, verzoeker, maastricht, universiteit maastricht, aanvankelijk oordeel",4,0,15,11,0.26666666666666666,0.0,1.3975512915798058,0.23713399482304817,3.169925001442312,lowi,1.0,False
2025+,6,"belanghebbende, verzoeker, belanghebbenden, 2016, 2015",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,7,"verzoeker, persbericht, verzoekers, aanvankelijk oordeel, scriptie",1,0,15,11,0.06666666666666667,0.0,0.0,1.0,1.250543461650597,lowi,1.0,False
2025+,8,"plagiaat, passages, boek, 2014, bronvermelding",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,9,"belanghebbende, verzoeker, 2015, open brief, open",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,10,"verzoeker, rivm, buitenlandse, factsheet, verzoekers",2,0,15,11,0.13333333333333333,0.0,0.12727884083889462,0.7212702840654008,2.0906025487809066,lowi,1.0,False
2025+,11,"the, beklaagden, 2013, boek, passages",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,12,"beklaagden, 2018, databases, bijlage, radboud",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,13,"verzoeker, verzoekers, proefschrift, aanvankelijk oordeel, vu",3,0,15,11,0.2,0.0,0.6399681451386652,0.4237223325074999,2.6870606883398924,lowi,1.0,False
2025+,14,"verzoeker, verzoekers, redactie, universiteit leiden, legal",1,0,15,11,0.06666666666666667,0.0,0.0,1.0,1.250543461650597,lowi,1.0,False
2025+,15,"dr, prof, prof dr, verweerder, rector",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,16,"klaagster, 2013, klagers, 2012, vertrouwenspersoon",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,17,"bedrijf, dossier, cvb, 2025, 2023",0,2,15,11,0.0,0.18181818181818182,0.7731855029947154,0.37923339195859673,-3.028196891830652,uvnl,1.0,False
2025+,18,"datum, toetsingscommissie, belangen, organisatie, klagers",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,19,"datum, universiteit leiden, begrip, regeling, open brief",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,20,"verzoeker, erasmus, mc, erasmus mc, manuscript",1,0,15,11,0.06666666666666667,0.0,0.0,1.0,1.250543461650597,lowi,1.0,False
2025+,21,"verzoekers, advocaat, 2022, utrecht, verzoeker",1,0,15,11,0.06666666666666667,0.0,0.0,1.0,1.250543461650597,lowi,1.0,False
2025+,22,"verzoeker, verzoekers, aanvankelijk oordeel, metc, 2019",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,23,"tilburg, tilburg university, university, polemiek, naam beklaagde",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,24,"verzoeker, 2014, werk klager, proefschrift, boek",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,25,"knaw, verzoeker, bestuur knaw, druk, verzoekers",1,0,15,11,0.06666666666666667,0.0,0.0,1.0,1.250543461650597,lowi,1.0,False
2025+,26,"promotor, organisatie, 2021, onderzoeksvoorstel, project",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,27,"2011, deskundigenbericht, dr, metingen, 2012",0,0,15,11,0.0,0.0,0.0,1.0,-0.4306343543298623,uvnl,1.0,False
2025+,28,"toestemming, ethische, toetsingscommissie, klagers, naleven",0,1,15,11,0.0,0.09090909090909091,0.0444471985000191,0.8330237967033749,-2.146841388329271,uvnl,1.0,False
